name,utc,mjd,ra,dec,dm,snr,width,fluence,z_est
FRB20190519A,2019-05-19 00:00:00,58622,29.5031258,65.7167542,348.7128,43.4,0.00885,3.9,0.3487128
FRB20190519A,2019-05-19 00:00:00,58622,29.5031258,65.7167542,348.7128,43.4,0.00885,3.9,0.3487128
FRB20190519B,2019-05-19 00:00:00,58622,29.5031258,65.7167542,349.28,44.8,0.03244,12.4,0.34928
FRB20190519B,2019-05-19 00:00:00,58622,29.5031258,65.7167542,349.28,44.8,0.03244,12.4,0.34928
FRB20190519B,2019-05-19 00:00:00,58622,29.5031258,65.7167542,349.28,44.8,0.03244,12.4,0.34928
FRB20190519B,2019-05-19 00:00:00,58622,29.5031258,65.7167542,349.28,44.8,0.03244,12.4,0.34928
FRB20190519C,2019-05-19 00:00:00,58622,29.5031258,65.7167542,349.064,27.1,0.0118,4.0,0.34906400000000004
FRB20190519J,2019-05-19 00:00:00,58622,296.21,86.93,642.759,18.6,0.00197,1.7,0.642759
FRB20190520A,2019-05-20 00:00:00,58623,273.52,26.32,432.5063,28.7,0.00197,2.4,0.4325063
FRB20190527A,2019-05-27 00:00:00,58630,12.45,7.99,584.58,32.8,0.05702,10.1,0.58458
FRB20190527A,2019-05-27 00:00:00,58630,12.45,7.99,584.58,32.8,0.05702,10.1,0.58458
FRB20190527B,2019-05-27 00:00:00,58630,73.92,63.22,449.819,10.0,0.00885,2.04,0.449819
FRB20190527C,2019-05-27 00:00:00,58630,100.22,57.0,535.4368,80.2,0.00688,20.0,0.5354367999999999
FRB20190529A,2019-05-29 00:00:00,58632,68.06,40.32,704.45,8.3,0.00393,1.45,0.70445
FRB20190530A,2019-05-30 00:00:00,58633,68.74,60.59,555.445,14.9,0.00197,1.69,0.5554450000000001
FRB20190531A,2019-05-31 00:00:00,58634,203.96,81.72,324.6981,14.4,0.00098,0.0,0.3246981
FRB20190531B,2019-05-31 00:00:00,58634,259.91,49.32,167.9597,122.4,0.00197,0.0,0.1679597
FRB20190531C,2019-05-31 00:00:00,58634,331.14,43.0,478.202,12.2,0.00295,1.2,0.478202
FRB20190531E,2019-05-31 00:00:00,58634,15.2,0.54,328.2034,14.2,0.00098,5.3,0.3282034
FRB20190601A,2019-06-01 00:00:00,58635,190.11,62.72,2227.891,16.4,0.0059,2.7,2.227891
FRB20190601B,2019-06-01 00:00:00,58635,17.88,23.82,787.795,62.7,0.02458,13.0,0.7877949999999999
FRB20190601D,2019-06-01 00:00:00,58635,85.86,79.35,668.47,11.5,0.01081,5.7,0.66847
FRB20190601C,2019-06-01 00:00:00,58635,88.52,28.47,424.0656,47.9,0.0059,5.8,0.42406560000000004
FRB20190601C,2019-06-01 00:00:00,58635,88.52,28.47,424.0656,47.9,0.0059,5.8,0.42406560000000004
FRB20190603B,2019-06-03 00:00:00,58637,48.87,74.28,504.317,12.7,0.00393,6.2,0.504317
FRB20190603A,2019-06-03 00:00:00,58637,29.5031258,65.7167542,349.581,10.5,0.00393,0.76,0.34958100000000003
FRB20190604D,2019-06-04 00:00:00,58638,199.93,15.73,1021.169,15.0,0.00295,2.48,1.021169
FRB20190604A,2019-06-04 00:00:00,58638,218.78,53.28,552.485,70.0,0.00983,7.8,0.552485
FRB20190604E,2019-06-04 00:00:00,58638,235.59,32.06,1218.5965,19.7,0.00197,2.26,1.2185965
FRB20190604F,2019-06-04 00:00:00,58638,29.5031258,65.7167542,348.7248,98.8,0.00786,21.0,0.3487248
FRB20190604F,2019-06-04 00:00:00,58638,29.5031258,65.7167542,348.7248,98.8,0.00786,21.0,0.3487248
FRB20190604F,2019-06-04 00:00:00,58638,29.5031258,65.7167542,348.7248,98.8,0.00786,21.0,0.3487248
FRB20190604C,2019-06-04 00:00:00,58638,77.39,49.3,515.636,61.6,0.02064,26.2,0.515636
FRB20190604G,2019-06-04 00:00:00,58638,120.81,59.5,233.0453,24.8,0.00492,4.49,0.2330453
FRB20190605C,2019-06-05 00:00:00,58639,168.32,-5.19,187.6421,47.5,0.00098,4.4,0.1876421
FRB20190605D,2019-06-05 00:00:00,58639,26.72,28.62,1656.5332,17.4,0.00393,2.16,1.6565332000000001
FRB20190605A,2019-06-05 00:00:00,58639,29.5031258,65.7167542,349.816,55.5,0.00786,7.5,0.34981599999999996
FRB20190605B,2019-06-05 00:00:00,58639,29.5031258,65.7167542,348.711,87.8,0.02556,24.9,0.348711
FRB20190605B,2019-06-05 00:00:00,58639,29.5031258,65.7167542,348.711,87.8,0.02556,24.9,0.348711
FRB20190605B,2019-06-05 00:00:00,58639,29.5031258,65.7167542,348.711,87.8,0.02556,24.9,0.348711
FRB20190606A,2019-06-06 00:00:00,58640,218.78,53.28,552.592,18.3,0.00393,1.87,0.552592
FRB20190606B,2019-06-06 00:00:00,58640,108.79,86.85,277.486,39.9,0.00688,17.4,0.277486
FRB20190607A,2019-06-07 00:00:00,58641,26.23,23.66,562.4528,142.0,0.00492,21.3,0.5624528
FRB20190607B,2019-06-07 00:00:00,58641,42.02,49.62,289.376,17.5,0.00295,3.2,0.28937599999999997
FRB20190608A,2019-06-08 00:00:00,58642,359.23,19.17,722.1756,14.4,0.00098,1.51,0.7221756
FRB20190609A,2019-06-09 00:00:00,58643,345.3,87.94,316.6434,21.0,0.00492,10.4,0.31664339999999996
FRB20190609A,2019-06-09 00:00:00,58643,345.3,87.94,316.6434,21.0,0.00492,10.4,0.31664339999999996
FRB20190609B,2019-06-09 00:00:00,58643,210.49,88.35,292.1875,76.5,0.00098,22.2,0.2921875
FRB20190609C,2019-06-09 00:00:00,58643,73.17,24.06,480.282,17.1,0.00098,1.91,0.480282
FRB20190609D,2019-06-09 00:00:00,58643,115.94,51.69,511.714,16.2,0.00295,2.36,0.511714
FRB20190611A,2019-06-11 00:00:00,58645,65.54,73.63,190.449,26.2,0.00688,8.4,0.190449
FRB20190611A,2019-06-11 00:00:00,58645,65.54,73.63,190.449,26.2,0.00688,8.4,0.190449
FRB20190612A,2019-06-12 00:00:00,58646,148.16,70.42,432.291,22.2,0.07078,20.0,0.432291
FRB20190612B,2019-06-12 00:00:00,58646,222.21,4.31,187.5997,25.6,0.00098,3.78,0.1875997
FRB20190612C,2019-06-12 00:00:00,58646,79.12,61.01,1641.5697,36.2,0.00393,12.1,1.6415697
FRB20190613A,2019-06-13 00:00:00,58647,257.4,18.85,714.977,14.1,0.00786,8.0,0.714977
FRB20190613B,2019-06-13 00:00:00,58647,65.75,42.67,285.1379,44.5,0.00098,1.26,0.2851379
FRB20190614A,2019-06-14 00:00:00,58648,179.79,88.33,1064.039,14.7,0.00393,2.21,1.064039
FRB20190614B,2019-06-14 00:00:00,58648,332.86,24.69,581.9146,54.8,0.00197,8.4,0.5819146
FRB20190614C,2019-06-14 00:00:00,58648,356.5,35.91,589.163,9.7,0.00492,2.91,0.589163
FRB20190616A,2019-06-16 00:00:00,58650,234.03,34.48,212.5867,13.4,0.00197,1.67,0.21258670000000002
FRB20190617A,2019-06-17 00:00:00,58651,178.6,83.87,195.7693,156.4,0.00492,21.0,0.19576929999999998
FRB20190617B,2019-06-17 00:00:00,58651,56.43,1.16,273.51,16.3,0.01376,9.2,0.27351
FRB20190617C,2019-06-17 00:00:00,58651,134.37,35.7,640.156,14.1,0.00983,4.1,0.640156
FRB20190618A,2019-06-18 00:00:00,58652,321.25,25.44,228.9469,52.5,0.00197,4.3,0.2289469
FRB20190619A,2019-06-19 00:00:00,58653,165.18,68.37,899.9116,15.9,0.00197,3.33,0.8999116
FRB20190619B,2019-06-19 00:00:00,58653,231.74,82.15,270.5868,19.0,0.00098,4.5,0.27058679999999996
FRB20190619C,2019-06-19 00:00:00,58653,38.29,36.33,488.2712,11.5,0.00098,1.22,0.4882712
FRB20190619D,2019-06-19 00:00:00,58653,114.79,41.59,378.466,18.4,0.03244,6.5,0.378466
FRB20190621A,2019-06-21 00:00:00,58655,188.22,74.19,197.32,11.1,0.01966,0.88,0.19732
FRB20190621B,2019-06-21 00:00:00,58655,193.14,55.64,1061.234,9.9,0.00197,1.19,1.061234
FRB20190621C,2019-06-21 00:00:00,58655,206.57,5.23,570.2672,17.5,0.00098,2.38,0.5702672
FRB20190621D,2019-06-21 00:00:00,58655,270.63,78.89,647.514,20.0,0.00393,4.3,0.647514
FRB20190622A,2019-06-22 00:00:00,58656,298.98,85.81,1122.818,13.7,0.00197,1.28,1.122818
FRB20190623A,2019-06-23 00:00:00,58657,270.48,24.52,1082.201,11.1,0.00295,0.86,1.082201
FRB20190623B,2019-06-23 00:00:00,58657,335.22,46.12,1556.765,37.2,0.00197,2.78,1.5567650000000002
FRB20190623C,2019-06-23 00:00:00,58657,192.31,86.03,1049.826,15.0,0.0059,5.9,1.049826
FRB20190624A,2019-06-24 00:00:00,58658,168.32,69.78,973.847,19.2,0.0059,3.01,0.973847
FRB20190624B,2019-06-24 00:00:00,58658,304.65,73.61,213.9222,80.4,0.00098,20.0,0.2139222
FRB20190625A,2019-06-25 00:00:00,58659,227.91,32.88,302.14,38.7,0.058,11.9,0.30213999999999996
FRB20190625E,2019-06-25 00:00:00,58659,65.54,73.63,188.533,27.8,0.00295,4.2,0.18853299999999998
FRB20190625E,2019-06-25 00:00:00,58659,65.54,73.63,188.533,27.8,0.00295,4.2,0.18853299999999998
FRB20190625E,2019-06-25 00:00:00,58659,65.54,73.63,188.533,27.8,0.00295,4.2,0.18853299999999998
FRB20190625C,2019-06-25 00:00:00,58659,73.2,11.1,442.2388,21.1,0.00098,4.02,0.44223880000000004
FRB20190625D,2019-06-25 00:00:00,58659,115.02,4.87,717.8831,66.9,0.00197,12.1,0.7178831
FRB20190626A,2019-06-26 00:00:00,58660,65.54,73.63,192.49,17.6,0.04227,5.3,0.19249000000000002
FRB20190627A,2019-06-27 00:00:00,58661,195.89,0.75,404.2213,14.7,0.00197,2.62,0.4042213
FRB20190627B,2019-06-27 00:00:00,58661,256.4,40.79,430.3224,68.4,0.00295,10.2,0.4303224
FRB20190627C,2019-06-27 00:00:00,58661,267.88,71.58,968.6127,57.0,0.00197,11.3,0.9686127
FRB20190627D,2019-06-27 00:00:00,58661,295.33,43.84,2002.242,15.0,0.00786,1.54,2.002242
FRB20190628A,2019-06-28 00:00:00,58662,199.06,51.75,745.843,14.4,0.00098,1.28,0.7458429999999999
FRB20190628B,2019-06-28 00:00:00,58662,248.48,80.14,408.009,16.3,0.00295,1.39,0.408009
FRB20190628C,2019-06-28 00:00:00,58662,11.52,48.59,1748.44,13.7,0.01966,2.45,1.74844
FRB20190629A,2019-06-29 00:00:00,58663,6.34,12.67,503.779,13.2,0.00393,3.05,0.503779
FRB20190630B,2019-06-30 00:00:00,58664,328.21,43.01,652.145,93.3,0.02064,14.7,0.652145
FRB20190630A,2019-06-30 00:00:00,58664,331.71,17.37,392.438,31.2,0.02163,4.8,0.392438
FRB20190630C,2019-06-30 00:00:00,58664,68.38,80.95,1660.347,14.2,0.00393,2.27,1.660347
FRB20190630D,2019-06-30 00:00:00,58664,143.36,8.9,323.5174,19.7,0.00197,2.6,0.3235174
FRB20190701A,2019-07-01 00:00:00,58665,277.47,59.04,637.0934,14.6,0.00197,1.7,0.6370933999999999
FRB20190701B,2019-07-01 00:00:00,58665,302.93,80.18,749.114,17.5,0.00295,1.9,0.7491140000000001
FRB20190701C,2019-07-01 00:00:00,58665,96.36,81.63,974.195,16.8,0.00197,2.5,0.974195
FRB20190701D,2019-07-01 00:00:00,58665,112.1,66.7,933.3629,44.8,0.00885,8.6,0.9333629
FRB20190701E,2019-07-01 00:00:00,58665,138.57,61.71,890.4771,16.7,0.00295,2.0,0.8904770999999999
